第0类：
		to	0.0362932689331
		a	0.0234132144405
		you	0.0211839742399
		hn:	0.0180258839557
		the	0.0173447272277
		ask	0.0170970338721
		how	0.0156108737383
		is	0.0155489503994
		what	0.0137531735711
		your	0.0125766301319
		why	0.0122050900985
		do	0.0105950832869
		for	0.00997584989783
		are	0.00929469316986
		i	0.00855161310298
		it	0.00743699300266
		can	0.00675583627469
		be	0.00650814291907
		in	0.00601275620781
		and	0.00601275620781
第1类：
		the	0.0284530622704
		to	0.0220466387631
		in	0.0190569744597
		of	0.0152131203553
		for	0.00940462970872
		on	0.00829418296746
		and	0.00778166908687
		is	0.00769625010677
		new	0.0068420603058
		a	0.0067566413257
		google	0.00615870846502
		from	0.00573161356453
		with	0.00453574784317
		its	0.00385239600239
		apple	0.0036815580422
		by	0.0036815580422
		has	0.0036815580422
		up	0.0035961390621
		more	0.00316904416161
		will	0.00316904416161
第2类：
		the	0.0272290578122
		a	0.0224254171583
		for	0.0218354963762
		in	0.0164419349402
		and	0.0158520141581
		of	0.0155991909658
		hn:	0.0153463677735
		with	0.0148407213888
		show	0.0135766054273
		-	0.0106270015169
		on	0.00986853194
		–	0.0087729647733
		web	0.00843586718355
		javascript	0.00506489128603
		programming	0.00481206809371
		to	0.00472779369628
		python	0.00413787291421
		an	0.00413787291421
		code	0.00388504972189
		your	0.00371650092702
第3类：
		to	0.024147535449
		for	0.0191677920324
		a	0.0157916948008
		and	0.0140192437542
		with	0.0114027683997
		in	0.0107275489534
		google	0.00954591492235
		your	0.00785786630655
		on	0.00684503713707
		open	0.00676063470628
		how	0.00625422012154
		new	0.00600101282917
		app	0.00591661039838
		the	0.0057478055368
		from	0.00557900067522
		an	0.00515698852127
		source	0.00481937879811
		of	0.00473497636732
		-	0.00473497636732
		facebook	0.00431296421337
第4类：
		the	0.0544508471661
		of	0.0366474585018
		a	0.0168659155414
		and	0.0159198417477
		in	0.0142857142857
		to	0.0125655801152
		on	0.00921131848284
		at	0.00671712393567
		for	0.00602907026748
		by	0.00516900318225
		new	0.0049969897652
		with	0.00439494280554
		is	0.00405091597145
		an	0.00327685559474
		-	0.00319084888621
		that	0.0027608153436
		about	0.0027608153436
		internet	0.00267480863507
		first	0.00267480863507
		from	0.00258880192655
