第0类：
		to	0.0390903425283
		a	0.0251132987638
		the	0.0208475776149
		your	0.0167936298564
		how	0.0125279087075
		is	0.0114992950971
		for	0.010984988292
		you	0.00998662802307
		in	0.00995637468158
		and	0.00868573433936
		i	0.00705205389935
		why	0.0064772404112
		on	0.00638648038676
		of	0.00611420031342
		google	0.00535786677639
		with	0.00520660006898
		from	0.00478305328824
		get	0.00454102655638
		my	0.00442001319046
		social	0.00442001319046
第1类：
		the	0.0690989083078
		of	0.0452114574197
		and	0.01465691203
		in	0.0138368950592
		a	0.0138012421474
		to	0.00724110638116
		on	0.0069202301752
		for	0.00627847776328
		is	0.00602890738087
		from	0.00552976661604
		new	0.00538715496895
		-	0.00506627876299
		future	0.00367581520383
		how	0.00331928608609
		–	0.00328363317432
		by	0.00328363317432
		startup	0.00324798026255
		at	0.00321232735077
		world	0.00299840988013
		an	0.00296275696836
第2类：
		to	0.0225029988535
		a	0.0220059513159
		ask	0.0193550311152
		the	0.0190568025926
		hn:	0.0189905295876
		is	0.0155443333267
		how	0.0135892796787
		you	0.0135230066737
		what	0.0125289115984
		for	0.0124957750959
		why	0.00951348987017
		are	0.0084531217899
		do	0.00795607425227
		of	0.00782352824224
		in	0.00735961720712
		your	0.00735961720712
		on	0.00696197917702
		and	0.00656434114692
		with	0.00600102060428
		it	0.00590161109675
第3类：
		to	0.0192693768007
		for	0.0157120617634
		in	0.0153246314129
		the	0.0122956304901
		on	0.0106050253239
		and	0.00887919921669
		of	0.00799867569262
		apple	0.00574453547101
		new	0.00567409358908
		with	0.00546276794331
		google	0.00479357006502
		by	0.00426525595058
		online	0.00415959312769
		-	0.00394826748191
		microsoft	0.00394826748191
		its	0.00387782559999
		at	0.00370172089518
		from	0.00341995336747
		free	0.00338473242651
		is	0.0032086277217
第4类：
		for	0.0265556337374
		and	0.0198179838827
		a	0.0191873664087
		with	0.0139100938624
		in	0.0138437130757
		to	0.0119518606535
		the	0.011553575933
		–	0.0109893392456
		-	0.0100268178378
		show	0.0092302483969
		on	0.00903110603667
		hn:	0.00903110603667
		of	0.00614354181326
		web	0.00574525709279
		using	0.00564568591267
		google	0.00458359332475
		app	0.00445083175126
		an	0.00438445096451
		new	0.00431807017777
		open	0.00398616624404
